Year,County,County ANSI,Yield,CV (%),Growing_Season_Precip_mm,Growing_Season_Temp_C,NAME,mean,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,soil_quality_score,slope_avg,temp_precip_interaction,lag_yield
2012,LINCOLN,105,,12.9,240.15,23.42914731182794,Lincoln,0.4318255636562242,431.0,0.063,0.4742,0.3816,0.0765,0.0047,0.0,0.0,0.0,0.0756,0.1379,0.1129,0.1364,0.5372,0.0,0.0,0.107399992644787,75.6455841064453,0.503947138786316,23.5544319152832,0.18863420188427,23.7430667877197,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.125,5626.50972693548,
2012,LINCOLN,105,,,240.15,23.42914731182794,Lincoln,0.4318255636562242,431.0,0.063,0.4742,0.3816,0.0765,0.0047,0.0,0.0,0.0,0.0756,0.1379,0.1129,0.1364,0.5372,0.0,0.0,0.107399992644787,75.6455841064453,0.503947138786316,23.5544319152832,0.18863420188427,23.7430667877197,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.125,5626.50972693548,
2017,LINCOLN,105,,29.8,435.03000000000003,21.06815806451612,Lincoln,0.4987337321688623,431.0,0.063,0.4742,0.3816,0.0765,0.0047,0.0,0.0,0.0,0.0756,0.1379,0.1129,0.1364,0.5372,0.0,0.0,0.107399992644787,75.6455841064453,0.503947138786316,23.5544319152832,0.18863420188427,23.7430667877197,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.125,9165.280802806448,
2017,LINCOLN,105,,20.2,435.03000000000003,21.06815806451612,Lincoln,0.4987337321688623,431.0,0.063,0.4742,0.3816,0.0765,0.0047,0.0,0.0,0.0,0.0756,0.1379,0.1129,0.1364,0.5372,0.0,0.0,0.107399992644787,75.6455841064453,0.503947138786316,23.5544319152832,0.18863420188427,23.7430667877197,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.125,9165.280802806448,
2017,LINCOLN,105,,20.1,435.03000000000003,21.06815806451612,Lincoln,0.4987337321688623,431.0,0.063,0.4742,0.3816,0.0765,0.0047,0.0,0.0,0.0,0.0756,0.1379,0.1129,0.1364,0.5372,0.0,0.0,0.107399992644787,75.6455841064453,0.503947138786316,23.5544319152832,0.18863420188427,23.7430667877197,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.125,9165.280802806448,
2017,LINCOLN,105,,,435.03000000000003,21.06815806451612,Lincoln,0.4987337321688623,431.0,0.063,0.4742,0.3816,0.0765,0.0047,0.0,0.0,0.0,0.0756,0.1379,0.1129,0.1364,0.5372,0.0,0.0,0.107399992644787,75.6455841064453,0.503947138786316,23.5544319152832,0.18863420188427,23.7430667877197,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.125,9165.280802806448,
2012,LINN,107,,11.2,291.51,23.50283978494626,Linn,0.6072027754790715,265.0,0.0424,0.3213,0.3446,0.1976,0.074,0.0201,0.0,0.0,0.1675,0.1919,0.1212,0.1557,0.3637,0.0,0.0,0.837699949741364,3.1540002822876,11.5803060531616,84.243782043457,0.184213504195213,84.4279937744141,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,6851.312825709684,
2012,LINN,107,,12.9,291.51,23.50283978494626,Linn,0.6072027754790715,265.0,0.0424,0.3213,0.3446,0.1976,0.074,0.0201,0.0,0.0,0.1675,0.1919,0.1212,0.1557,0.3637,0.0,0.0,0.837699949741364,3.1540002822876,11.5803060531616,84.243782043457,0.184213504195213,84.4279937744141,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,6851.312825709684,
2017,LINN,107,922.0,29.8,774.1800000000001,21.12581827956988,Linn,0.7071557801773622,265.0,0.0424,0.3213,0.3446,0.1976,0.074,0.0201,0.0,0.0,0.1675,0.1919,0.1212,0.1557,0.3637,0.0,0.0,0.837699949741364,3.1540002822876,11.5803060531616,84.243782043457,0.184213504195213,84.4279937744141,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,16355.185995677411,
2017,LINN,107,,20.2,774.1800000000001,21.12581827956988,Linn,0.7071557801773622,265.0,0.0424,0.3213,0.3446,0.1976,0.074,0.0201,0.0,0.0,0.1675,0.1919,0.1212,0.1557,0.3637,0.0,0.0,0.837699949741364,3.1540002822876,11.5803060531616,84.243782043457,0.184213504195213,84.4279937744141,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,16355.185995677411,922.0
2017,LINN,107,,20.1,774.1800000000001,21.12581827956988,Linn,0.7071557801773622,265.0,0.0424,0.3213,0.3446,0.1976,0.074,0.0201,0.0,0.0,0.1675,0.1919,0.1212,0.1557,0.3637,0.0,0.0,0.837699949741364,3.1540002822876,11.5803060531616,84.243782043457,0.184213504195213,84.4279937744141,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,16355.185995677411,
2012,LOGAN,109,,11.2,189.39,21.91581397849464,Logan,0.3087678164765495,901.0,0.035,0.3889,0.4674,0.1084,0.0003,0.0,0.0,0.0,0.1733,0.1766,0.0889,0.1373,0.4239,0.0,0.0,0.0080000003799796,72.2189559936523,0.0067557310685515,25.2969284057617,2.46935701370239,27.766284942627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,4150.6360093871,
2012,LOGAN,109,,12.9,189.39,21.91581397849464,Logan,0.3087678164765495,901.0,0.035,0.3889,0.4674,0.1084,0.0003,0.0,0.0,0.0,0.1733,0.1766,0.0889,0.1373,0.4239,0.0,0.0,0.0080000003799796,72.2189559936523,0.0067557310685515,25.2969284057617,2.46935701370239,27.766284942627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,4150.6360093871,
2012,LOGAN,109,,20.2,189.39,21.91581397849464,Logan,0.3087678164765495,901.0,0.035,0.3889,0.4674,0.1084,0.0003,0.0,0.0,0.0,0.1733,0.1766,0.0889,0.1373,0.4239,0.0,0.0,0.0080000003799796,72.2189559936523,0.0067557310685515,25.2969284057617,2.46935701370239,27.766284942627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,4150.6360093871,
2017,LOGAN,109,,29.8,446.86,19.7572623655914,Logan,0.4120054035705294,901.0,0.035,0.3889,0.4674,0.1084,0.0003,0.0,0.0,0.0,0.1733,0.1766,0.0889,0.1373,0.4239,0.0,0.0,0.0080000003799796,72.2189559936523,0.0067557310685515,25.2969284057617,2.46935701370239,27.766284942627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8828.730260688173,
2017,LOGAN,109,,20.2,446.86,19.7572623655914,Logan,0.4120054035705294,901.0,0.035,0.3889,0.4674,0.1084,0.0003,0.0,0.0,0.0,0.1733,0.1766,0.0889,0.1373,0.4239,0.0,0.0,0.0080000003799796,72.2189559936523,0.0067557310685515,25.2969284057617,2.46935701370239,27.766284942627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8828.730260688173,
2017,LOGAN,109,,20.1,446.86,19.7572623655914,Logan,0.4120054035705294,901.0,0.035,0.3889,0.4674,0.1084,0.0003,0.0,0.0,0.0,0.1733,0.1766,0.0889,0.1373,0.4239,0.0,0.0,0.0080000003799796,72.2189559936523,0.0067557310685515,25.2969284057617,2.46935701370239,27.766284942627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8828.730260688173,
2017,LOGAN,109,,21.3,446.86,19.7572623655914,Logan,0.4120054035705294,901.0,0.035,0.3889,0.4674,0.1084,0.0003,0.0,0.0,0.0,0.1733,0.1766,0.0889,0.1373,0.4239,0.0,0.0,0.0080000003799796,72.2189559936523,0.0067557310685515,25.2969284057617,2.46935701370239,27.766284942627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8828.730260688173,
2012,LYON,111,,11.2,264.06,23.3553870967742,Lyon,0.5348453772958293,339.0,0.1027,0.5976,0.2792,0.0205,0.0,0.0,0.0,0.0,0.0753,0.0921,0.0501,0.0822,0.7003,0.0,0.0,0.284500002861023,94.2361450195313,0.125980451703072,5.2314920425415,0.121881902217865,5.35337400436401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,6167.223516774196,
2012,LYON,111,,12.9,264.06,23.3553870967742,Lyon,0.5348453772958293,339.0,0.1027,0.5976,0.2792,0.0205,0.0,0.0,0.0,0.0,0.0753,0.0921,0.0501,0.0822,0.7003,0.0,0.0,0.284500002861023,94.2361450195313,0.125980451703072,5.2314920425415,0.121881902217865,5.35337400436401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,6167.223516774196,
2012,LYON,111,,,264.06,23.3553870967742,Lyon,0.5348453772958293,339.0,0.1027,0.5976,0.2792,0.0205,0.0,0.0,0.0,0.0,0.0753,0.0921,0.0501,0.0822,0.7003,0.0,0.0,0.284500002861023,94.2361450195313,0.125980451703072,5.2314920425415,0.121881902217865,5.35337400436401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,6167.223516774196,
2017,LYON,111,,29.8,581.63,20.766118279569902,Lyon,0.63905790665582,339.0,0.1027,0.5976,0.2792,0.0205,0.0,0.0,0.0,0.0,0.0753,0.0921,0.0501,0.0822,0.7003,0.0,0.0,0.284500002861023,94.2361450195313,0.125980451703072,5.2314920425415,0.121881902217865,5.35337400436401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,12078.197374946241,
2017,LYON,111,,20.2,581.63,20.766118279569902,Lyon,0.63905790665582,339.0,0.1027,0.5976,0.2792,0.0205,0.0,0.0,0.0,0.0,0.0753,0.0921,0.0501,0.0822,0.7003,0.0,0.0,0.284500002861023,94.2361450195313,0.125980451703072,5.2314920425415,0.121881902217865,5.35337400436401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,12078.197374946241,
2017,LYON,111,,20.1,581.63,20.766118279569902,Lyon,0.63905790665582,339.0,0.1027,0.5976,0.2792,0.0205,0.0,0.0,0.0,0.0,0.0753,0.0921,0.0501,0.0822,0.7003,0.0,0.0,0.284500002861023,94.2361450195313,0.125980451703072,5.2314920425415,0.121881902217865,5.35337400436401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,12078.197374946241,
2012,MARION,115,,11.2,322.57,23.06427634408604,Marion,0.4804434535890788,416.0,0.0644,0.5228,0.3865,0.0263,0.0,0.0,0.0,0.0,0.1009,0.1464,0.0615,0.104,0.5872,0.0,0.0,0.17849999666214,79.9758148193359,0.620463609695435,18.8586082458496,0.36661559343338,19.2252235412598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7439.843620311834,
2012,MARION,115,,12.9,322.57,23.06427634408604,Marion,0.4804434535890788,416.0,0.0644,0.5228,0.3865,0.0263,0.0,0.0,0.0,0.0,0.1009,0.1464,0.0615,0.104,0.5872,0.0,0.0,0.17849999666214,79.9758148193359,0.620463609695435,18.8586082458496,0.36661559343338,19.2252235412598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7439.843620311834,
2012,MARION,115,658.0,20.2,322.57,23.06427634408604,Marion,0.4804434535890788,416.0,0.0644,0.5228,0.3865,0.0263,0.0,0.0,0.0,0.0,0.1009,0.1464,0.0615,0.104,0.5872,0.0,0.0,0.17849999666214,79.9758148193359,0.620463609695435,18.8586082458496,0.36661559343338,19.2252235412598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7439.843620311834,
2017,MARION,115,,29.8,438.94,21.240134408602138,Marion,0.5553881229211405,416.0,0.0644,0.5228,0.3865,0.0263,0.0,0.0,0.0,0.0,0.1009,0.1464,0.0615,0.104,0.5872,0.0,0.0,0.17849999666214,79.9758148193359,0.620463609695435,18.8586082458496,0.36661559343338,19.2252235412598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,9323.144597311823,658.0
2017,MARION,115,,20.2,438.94,21.240134408602138,Marion,0.5553881229211405,416.0,0.0644,0.5228,0.3865,0.0263,0.0,0.0,0.0,0.0,0.1009,0.1464,0.0615,0.104,0.5872,0.0,0.0,0.17849999666214,79.9758148193359,0.620463609695435,18.8586082458496,0.36661559343338,19.2252235412598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,9323.144597311823,
2017,MARION,115,,20.1,438.94,21.240134408602138,Marion,0.5553881229211405,416.0,0.0644,0.5228,0.3865,0.0263,0.0,0.0,0.0,0.0,0.1009,0.1464,0.0615,0.104,0.5872,0.0,0.0,0.17849999666214,79.9758148193359,0.620463609695435,18.8586082458496,0.36661559343338,19.2252235412598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,9323.144597311823,
2017,MARION,115,138.0,21.3,438.94,21.240134408602138,Marion,0.5553881229211405,416.0,0.0644,0.5228,0.3865,0.0263,0.0,0.0,0.0,0.0,0.1009,0.1464,0.0615,0.104,0.5872,0.0,0.0,0.17849999666214,79.9758148193359,0.620463609695435,18.8586082458496,0.36661559343338,19.2252235412598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,9323.144597311823,
2012,MARSHALL,117,,11.2,359.86,21.90300537634408,Marshall,0.5512588053663064,366.0,0.0288,0.2865,0.5673,0.1127,0.0046,0.0001,0.0,0.0,0.1195,0.2241,0.1756,0.1655,0.3153,0.0,0.0,0.0425000004470348,66.1912384033203,0.0503409393131733,33.4961357116699,0.219785094261169,33.7159194946289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12500000000000003,7882.015514731181,
2012,MARSHALL,117,,12.9,359.86,21.90300537634408,Marshall,0.5512588053663064,366.0,0.0288,0.2865,0.5673,0.1127,0.0046,0.0001,0.0,0.0,0.1195,0.2241,0.1756,0.1655,0.3153,0.0,0.0,0.0425000004470348,66.1912384033203,0.0503409393131733,33.4961357116699,0.219785094261169,33.7159194946289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12500000000000003,7882.015514731181,
2017,MARSHALL,117,,29.8,408.8,20.25913010752686,Marshall,0.575643830695263,366.0,0.0288,0.2865,0.5673,0.1127,0.0046,0.0001,0.0,0.0,0.1195,0.2241,0.1756,0.1655,0.3153,0.0,0.0,0.0425000004470348,66.1912384033203,0.0503409393131733,33.4961357116699,0.219785094261169,33.7159194946289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12500000000000003,8281.93238795698,
2017,MARSHALL,117,,20.2,408.8,20.25913010752686,Marshall,0.575643830695263,366.0,0.0288,0.2865,0.5673,0.1127,0.0046,0.0001,0.0,0.0,0.1195,0.2241,0.1756,0.1655,0.3153,0.0,0.0,0.0425000004470348,66.1912384033203,0.0503409393131733,33.4961357116699,0.219785094261169,33.7159194946289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12500000000000003,8281.93238795698,
2017,MARSHALL,117,,20.1,408.8,20.25913010752686,Marshall,0.575643830695263,366.0,0.0288,0.2865,0.5673,0.1127,0.0046,0.0001,0.0,0.0,0.1195,0.2241,0.1756,0.1655,0.3153,0.0,0.0,0.0425000004470348,66.1912384033203,0.0503409393131733,33.4961357116699,0.219785094261169,33.7159194946289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12500000000000003,8281.93238795698,
2017,MARSHALL,117,,,408.8,20.25913010752686,Marshall,0.575643830695263,366.0,0.0288,0.2865,0.5673,0.1127,0.0046,0.0001,0.0,0.0,0.1195,0.2241,0.1756,0.1655,0.3153,0.0,0.0,0.0425000004470348,66.1912384033203,0.0503409393131733,33.4961357116699,0.219785094261169,33.7159194946289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12500000000000003,8281.93238795698,
2012,MCPHERSON,113,,11.2,293.32,23.46528172043012,McPherson,0.470737532004543,463.0,0.0849,0.6097,0.2958,0.0095,0.0001,0.0,0.0,0.0,0.0496,0.0913,0.053,0.1115,0.6946,0.0,0.0,0.404300004243851,42.5181770324707,3.87784790992737,45.5041770935059,7.69549989700317,53.1996765136719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,6882.836434236563,
2012,MCPHERSON,113,,12.9,293.32,23.46528172043012,McPherson,0.470737532004543,463.0,0.0849,0.6097,0.2958,0.0095,0.0001,0.0,0.0,0.0,0.0496,0.0913,0.053,0.1115,0.6946,0.0,0.0,0.404300004243851,42.5181770324707,3.87784790992737,45.5041770935059,7.69549989700317,53.1996765136719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,6882.836434236563,
2012,MCPHERSON,113,,20.2,293.32,23.46528172043012,McPherson,0.470737532004543,463.0,0.0849,0.6097,0.2958,0.0095,0.0001,0.0,0.0,0.0,0.0496,0.0913,0.053,0.1115,0.6946,0.0,0.0,0.404300004243851,42.5181770324707,3.87784790992737,45.5041770935059,7.69549989700317,53.1996765136719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,6882.836434236563,
2017,MCPHERSON,113,,29.8,407.15,21.52534731182796,McPherson,0.5409622117354611,463.0,0.0849,0.6097,0.2958,0.0095,0.0001,0.0,0.0,0.0,0.0496,0.0913,0.053,0.1115,0.6946,0.0,0.0,0.404300004243851,42.5181770324707,3.87784790992737,45.5041770935059,7.69549989700317,53.1996765136719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,8764.045158010753,
2017,MCPHERSON,113,,20.2,407.15,21.52534731182796,McPherson,0.5409622117354611,463.0,0.0849,0.6097,0.2958,0.0095,0.0001,0.0,0.0,0.0,0.0496,0.0913,0.053,0.1115,0.6946,0.0,0.0,0.404300004243851,42.5181770324707,3.87784790992737,45.5041770935059,7.69549989700317,53.1996765136719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,8764.045158010753,
2017,MCPHERSON,113,,20.1,407.15,21.52534731182796,McPherson,0.5409622117354611,463.0,0.0849,0.6097,0.2958,0.0095,0.0001,0.0,0.0,0.0,0.0496,0.0913,0.053,0.1115,0.6946,0.0,0.0,0.404300004243851,42.5181770324707,3.87784790992737,45.5041770935059,7.69549989700317,53.1996765136719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,8764.045158010753,
2017,MCPHERSON,113,,21.3,407.15,21.52534731182796,McPherson,0.5409622117354611,463.0,0.0849,0.6097,0.2958,0.0095,0.0001,0.0,0.0,0.0,0.0496,0.0913,0.053,0.1115,0.6946,0.0,0.0,0.404300004243851,42.5181770324707,3.87784790992737,45.5041770935059,7.69549989700317,53.1996765136719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,8764.045158010753,
2012,MEADE,119,,11.2,206.23000000000002,23.79929784946238,Meade,0.3624327668215417,766.0,0.0934,0.5216,0.313,0.072,0.0,0.0,0.0,0.0,0.0797,0.1365,0.0855,0.0833,0.615,0.0,0.0,0.0047407038509845,92.0254287719727,0.0,0.0,7.96982717514038,7.96982717514038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,4908.129195494627,
2012,MEADE,119,,12.9,206.23000000000002,23.79929784946238,Meade,0.3624327668215417,766.0,0.0934,0.5216,0.313,0.072,0.0,0.0,0.0,0.0,0.0797,0.1365,0.0855,0.0833,0.615,0.0,0.0,0.0047407038509845,92.0254287719727,0.0,0.0,7.96982717514038,7.96982717514038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,4908.129195494627,
2012,MEADE,119,,20.2,206.23000000000002,23.79929784946238,Meade,0.3624327668215417,766.0,0.0934,0.5216,0.313,0.072,0.0,0.0,0.0,0.0,0.0797,0.1365,0.0855,0.0833,0.615,0.0,0.0,0.0047407038509845,92.0254287719727,0.0,0.0,7.96982717514038,7.96982717514038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,4908.129195494627,
2017,MEADE,119,,29.8,371.86,21.339441935483883,Meade,0.4421658255665005,766.0,0.0934,0.5216,0.313,0.072,0.0,0.0,0.0,0.0,0.0797,0.1365,0.0855,0.0833,0.615,0.0,0.0,0.0047407038509845,92.0254287719727,0.0,0.0,7.96982717514038,7.96982717514038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,7935.284878129037,
2017,MEADE,119,,20.2,371.86,21.339441935483883,Meade,0.4421658255665005,766.0,0.0934,0.5216,0.313,0.072,0.0,0.0,0.0,0.0,0.0797,0.1365,0.0855,0.0833,0.615,0.0,0.0,0.0047407038509845,92.0254287719727,0.0,0.0,7.96982717514038,7.96982717514038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,7935.284878129037,
2017,MEADE,119,,20.1,371.86,21.339441935483883,Meade,0.4421658255665005,766.0,0.0934,0.5216,0.313,0.072,0.0,0.0,0.0,0.0,0.0797,0.1365,0.0855,0.0833,0.615,0.0,0.0,0.0047407038509845,92.0254287719727,0.0,0.0,7.96982717514038,7.96982717514038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,7935.284878129037,
2017,MEADE,119,,21.3,371.86,21.339441935483883,Meade,0.4421658255665005,766.0,0.0934,0.5216,0.313,0.072,0.0,0.0,0.0,0.0,0.0797,0.1365,0.0855,0.0833,0.615,0.0,0.0,0.0047407038509845,92.0254287719727,0.0,0.0,7.96982717514038,7.96982717514038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12499999999999999,7935.284878129037,
2012,MIAMI,121,,11.2,249.29000000000002,23.29501397849462,Miami,0.5793127224681824,303.0,0.0162,0.1933,0.5014,0.2751,0.014,0.0,0.0,0.0,0.1696,0.1577,0.1845,0.2787,0.2095,0.0,0.0,0.305000007152557,2.37634873390198,15.3344898223877,81.3495712280273,0.634590685367584,81.9841613769531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,5807.2140346989245,
2012,MIAMI,121,,12.9,249.29000000000002,23.29501397849462,Miami,0.5793127224681824,303.0,0.0162,0.1933,0.5014,0.2751,0.014,0.0,0.0,0.0,0.1696,0.1577,0.1845,0.2787,0.2095,0.0,0.0,0.305000007152557,2.37634873390198,15.3344898223877,81.3495712280273,0.634590685367584,81.9841613769531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,5807.2140346989245,
2012,MIAMI,121,,,249.29000000000002,23.29501397849462,Miami,0.5793127224681824,303.0,0.0162,0.1933,0.5014,0.2751,0.014,0.0,0.0,0.0,0.1696,0.1577,0.1845,0.2787,0.2095,0.0,0.0,0.305000007152557,2.37634873390198,15.3344898223877,81.3495712280273,0.634590685367584,81.9841613769531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,5807.2140346989245,
2017,MIAMI,121,,29.8,834.0699999999999,20.6205677419355,Miami,0.6948801223270266,303.0,0.0162,0.1933,0.5014,0.2751,0.014,0.0,0.0,0.0,0.1696,0.1577,0.1845,0.2787,0.2095,0.0,0.0,0.305000007152557,2.37634873390198,15.3344898223877,81.3495712280273,0.634590685367584,81.9841613769531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,17198.99693651614,
2017,MIAMI,121,,20.2,834.0699999999999,20.6205677419355,Miami,0.6948801223270266,303.0,0.0162,0.1933,0.5014,0.2751,0.014,0.0,0.0,0.0,0.1696,0.1577,0.1845,0.2787,0.2095,0.0,0.0,0.305000007152557,2.37634873390198,15.3344898223877,81.3495712280273,0.634590685367584,81.9841613769531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,17198.99693651614,
2017,MIAMI,121,,20.2,834.0699999999999,20.6205677419355,Miami,0.6948801223270266,303.0,0.0162,0.1933,0.5014,0.2751,0.014,0.0,0.0,0.0,0.1696,0.1577,0.1845,0.2787,0.2095,0.0,0.0,0.305000007152557,2.37634873390198,15.3344898223877,81.3495712280273,0.634590685367584,81.9841613769531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,17198.99693651614,
2017,MIAMI,121,,20.1,834.0699999999999,20.6205677419355,Miami,0.6948801223270266,303.0,0.0162,0.1933,0.5014,0.2751,0.014,0.0,0.0,0.0,0.1696,0.1577,0.1845,0.2787,0.2095,0.0,0.0,0.305000007152557,2.37634873390198,15.3344898223877,81.3495712280273,0.634590685367584,81.9841613769531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,17198.99693651614,
2012,MITCHELL,123,,11.2,315.24,22.79006129032258,Mitchell,0.4356913409449391,451.0,0.0564,0.5966,0.3371,0.0097,0.0002,0.0,0.0,0.0,0.0862,0.1111,0.0366,0.1131,0.653,0.0,7.99160003662109,0.08279999345541,58.3777770996094,0.471374362707138,30.7894878387451,2.28696203231812,33.0764503479004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7184.33892116129,
2012,MITCHELL,123,,12.9,315.24,22.79006129032258,Mitchell,0.4356913409449391,451.0,0.0564,0.5966,0.3371,0.0097,0.0002,0.0,0.0,0.0,0.0862,0.1111,0.0366,0.1131,0.653,0.0,7.99160003662109,0.08279999345541,58.3777770996094,0.471374362707138,30.7894878387451,2.28696203231812,33.0764503479004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7184.33892116129,
2012,MITCHELL,123,,20.2,315.24,22.79006129032258,Mitchell,0.4356913409449391,451.0,0.0564,0.5966,0.3371,0.0097,0.0002,0.0,0.0,0.0,0.0862,0.1111,0.0366,0.1131,0.653,0.0,7.99160003662109,0.08279999345541,58.3777770996094,0.471374362707138,30.7894878387451,2.28696203231812,33.0764503479004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7184.33892116129,
2017,MITCHELL,123,,29.8,404.80999999999995,20.51000860215056,Mitchell,0.4835823319677122,451.0,0.0564,0.5966,0.3371,0.0097,0.0002,0.0,0.0,0.0,0.0862,0.1111,0.0366,0.1131,0.653,0.0,7.99160003662109,0.08279999345541,58.3777770996094,0.471374362707138,30.7894878387451,2.28696203231812,33.0764503479004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8302.656582236566,
2017,MITCHELL,123,,20.2,404.80999999999995,20.51000860215056,Mitchell,0.4835823319677122,451.0,0.0564,0.5966,0.3371,0.0097,0.0002,0.0,0.0,0.0,0.0862,0.1111,0.0366,0.1131,0.653,0.0,7.99160003662109,0.08279999345541,58.3777770996094,0.471374362707138,30.7894878387451,2.28696203231812,33.0764503479004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8302.656582236566,
2017,MITCHELL,123,,20.1,404.80999999999995,20.51000860215056,Mitchell,0.4835823319677122,451.0,0.0564,0.5966,0.3371,0.0097,0.0002,0.0,0.0,0.0,0.0862,0.1111,0.0366,0.1131,0.653,0.0,7.99160003662109,0.08279999345541,58.3777770996094,0.471374362707138,30.7894878387451,2.28696203231812,33.0764503479004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8302.656582236566,
2017,MITCHELL,123,,,404.80999999999995,20.51000860215056,Mitchell,0.4835823319677122,451.0,0.0564,0.5966,0.3371,0.0097,0.0002,0.0,0.0,0.0,0.0862,0.1111,0.0366,0.1131,0.653,0.0,7.99160003662109,0.08279999345541,58.3777770996094,0.471374362707138,30.7894878387451,2.28696203231812,33.0764503479004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8302.656582236566,
